dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,717.982213,5980.578960,559.147769,406.887961,152.821343,63.147677,0.194660
0.020000,726.023659,5982.176335,567.346332,409.928182,152.011054,-40.514446,0.197519
0.020000,734.120618,5983.808889,575.606234,412.995087,153.345228,66.708719,0.200396
0.020000,742.272663,5985.477048,583.927207,416.048672,152.679249,-33.298945,0.203291
0.020000,750.480028,5987.181373,592.309663,419.122793,153.706067,51.340873,0.206204
0.020000,758.742479,5988.922333,600.753539,422.193785,153.549573,-7.824688,0.209135
0.020000,767.059986,5990.700441,609.258983,425.272215,153.921491,18.595914,0.212082
0.020000,775.432638,5992.516238,617.826271,428.364391,154.608838,34.367338,0.215047
0.020000,783.860162,5994.370190,626.455310,431.451952,154.378044,-11.539696,0.218029
0.020000,792.342659,5996.262847,635.146391,434.554063,155.105510,36.373311,0.221028
0.020000,800.880081,5998.194729,643.899663,437.663562,155.474988,18.473901,0.224044
0.020000,809.472253,6000.166329,652.715138,440.773773,155.510545,1.777826,0.227075
0.020000,818.119151,6002.178175,661.592997,443.892932,155.957927,22.369093,0.230123
0.020000,826.820898,6004.230834,670.533568,447.028570,156.781893,41.198292,0.233187
0.020000,835.577257,6006.324791,679.536816,450.162397,156.691395,-4.524902,0.236267
0.020000,844.388186,6008.460577,688.602910,453.304706,157.115410,21.200753,0.239362
0.020000,853.253645,6010.638726,697.732022,456.455591,157.544262,21.442606,0.242472
0.020000,862.173625,6012.859784,706.924364,459.617090,158.074950,26.534393,0.245597
0.020000,871.148109,6015.124293,716.180139,462.788753,158.583149,25.409989,0.248738
0.020000,880.176969,6017.432773,725.499440,465.965073,158.816012,11.643121,0.251892
0.020000,889.260156,6019.785764,734.882449,469.150452,159.268920,22.645402,0.255061
0.020000,898.397624,6022.183806,744.329350,472.345008,159.727824,22.945222,0.258243
0.020000,907.589322,6024.627444,753.840327,475.548867,160.192938,23.255680,0.261440
0.020000,916.835202,6027.117222,763.415570,478.762156,160.664465,23.576337,0.264650
0.020000,926.135211,6029.653684,773.055270,481.985008,161.142599,23.906736,0.267872
0.020000,935.489299,6032.237379,782.759621,485.217559,161.627528,24.246406,0.271108
0.020000,944.897412,6034.868852,792.528820,488.459947,162.119425,24.594863,0.274356
0.020000,954.359498,6037.548653,802.363067,491.712316,162.618457,24.951613,0.277617
0.020000,963.875502,6040.277332,812.262563,494.974812,163.124780,25.316146,0.280889
0.020000,973.445371,6043.055438,822.227515,498.247583,163.638539,25.687946,0.284173
0.020000,983.069049,6045.883523,832.258130,501.530780,164.159869,26.066483,0.287468
0.020000,992.746482,6048.762139,842.354621,504.824558,164.688893,26.451218,0.290774
0.020000,1002.477614,6051.691837,852.517203,508.129072,165.225725,26.841606,0.294091
0.020000,1012.262411,6054.673178,862.746115,511.445625,165.827616,30.094573,0.297417
0.020000,1022.100861,6057.706727,873.041624,514.775459,166.491709,33.204649,0.300754
